reactants,products
C c 1 c c ( Br ) c c ( [N+] ( = O ) [O-] ) c 1 N ,C c 1 c c ( Br ) c c ( N ) c 1 N
Cl c 1 c c c ( C Br ) c c 1 . O c 1 c c ( O ) n c n 1 ,O = c 1 c c ( O C c 2 c c c ( Cl ) c c 2 ) n c [nH] 1
Cl c 1 c c n c ( Cl ) n 1 . O C c 1 c c c ( Cl ) c c 1 ,Cl c 1 c c c ( C O c 2 c c n c ( Cl ) n 2 ) c c 1
Cl c 1 c c c ( C O c 2 c c n c ( Cl ) n 2 ) c c 1 . [OH-] ,O = c 1 n c ( O C c 2 c c c ( Cl ) c c 2 ) c c [nH] 1
O C c 1 c c c c ( Cl ) c 1 . [O-] [n+] 1 c c c ( Cl ) c c 1 ,[O-] [n+] 1 c c c ( O C c 2 c c c c ( Cl ) c 2 ) c c 1
Br . C c 1 c c ( F ) c c ( [N+] ( = O ) [O-] ) c 1 N ,C c 1 c c ( F ) c c ( [N+] ( = O ) [O-] ) c 1 Br
C c 1 c c ( F ) c c ( [N+] ( = O ) [O-] ) c 1 Br ,C c 1 c c ( F ) c c ( N ) c 1 Br
C c 1 c c ( Cl ) c ( Br ) c c 1 N . O = N [O-] ,Cl c 1 c c 2 c n [nH] c 2 c c 1 Br
N c 1 c c c ( Br ) c c 1 N . O = C c 1 c c c c c 1 ,Br c 1 c c c 2 n c ( - c 3 c c c c c 3 ) [nH] c 2 c 1
N N . O = C c 1 c c c ( Cl ) c c 1 F ,Cl c 1 c c c 2 c n [nH] c 2 c 1
N N . O = C c 1 c c c n c 1 Cl ,c 1 c n c 2 [nH] n c c 2 c 1
C N c 1 n c n s 1 . O = S ( = O ) ( Cl ) c 1 c c ( F ) c ( F ) c c 1 F ,C N ( c 1 n c n s 1 ) S ( = O ) ( = O ) c 1 c c ( F ) c ( F ) c c 1 F
C O c 1 c c c ( Cl ) c c 1 - c 1 c c c c 2 n c c n 1 2 ,O c 1 c c c ( Cl ) c c 1 - c 1 c c c c 2 n c c n 1 2
O = C ( [O-] ) [O-] . O = S ( = O ) ( [O-] ) c 1 c c ( F ) c ( F ) c ( - c 2 c c c ( Cl ) c c 2 ) c 1 F . O c 1 c c c ( Cl ) c c 1 - c 1 c c c c 2 n c c n 1 2 ,O = S ( = O ) ( O c 1 c c c ( Cl ) c c 1 ) c 1 c c ( F ) c ( O c 2 c c c ( Cl ) c c 2 - c 2 c c c c 3 n c c n 2 3 ) c c 1 F
C N ( c 1 n c n s 1 ) S ( = O ) ( = O ) c 1 c c ( F ) c ( F ) c c 1 F . N c 1 n c 2 c c ( - c 3 c c ( Cl ) c c c 3 O ) c c c 2 [nH] 1 ,C N ( c 1 n c n s 1 ) S ( = O ) ( = O ) c 1 c c ( F ) c ( O c 2 c c c ( Cl ) c c 2 - c 2 c c c 3 [nH] c ( N ) n c 3 c 2 ) c c 1 F
N c 1 c c ( Br ) c c c 1 O . O = C ( n 1 c c n c 1 ) n 1 c c n c 1 ,O = c 1 [nH] c 2 c c ( Br ) c c c 2 o 1
O = [N+] ( [O-] ) c 1 n c c c c 1 O C ( F ) F ,N c 1 n c c c c 1 O C ( F ) F
F C ( F ) ( Br ) Br . O = [N+] ( [O-] ) c 1 n c c c c 1 O ,O = [N+] ( [O-] ) c 1 n c c c c 1 O C ( F ) ( F ) Br
O = [N+] ( [O-] ) c 1 n c c c c 1 O C ( F ) ( F ) F ,N c 1 n c c c c 1 O C ( F ) ( F ) F
C c 1 n c c ( Br ) c c 1 [N+] ( = O ) [O-] ,C c 1 n c c ( Br ) c c 1 N
C c 1 n c ( Br ) c c ( Br ) c 1 O ,C c 1 n c ( Br ) c c c 1 O
C n 1 c c ( [N+] ( = O ) [O-] ) c c ( Cl ) c 1 = O ,C n 1 c c ( N ) c c ( Cl ) c 1 = O
C n 1 c c ( Cl ) c c ( [N+] ( = O ) [O-] ) c 1 = O ,C n 1 c c ( Cl ) c c ( N ) c 1 = O
C I . O = [N+] ( [O-] ) c 1 c c ( Cl ) c n c 1 O ,C n 1 c c ( Cl ) c c ( [N+] ( = O ) [O-] ) c 1 = O
C c 1 c c c c ( - c 2 n n c ( - c 3 n c ( - c 4 c c c n c 4 ) c n c 3 N ) [nH] 2 ) c 1 . N c 1 c c c c ( - c 2 n n c ( - c 3 n c ( - c 4 c c c n c 4 ) c n c 3 N ) [nH] 2 ) c 1 ,N C c 1 c c c ( - c 2 n n c ( - c 3 n c ( - c 4 c c c n c 4 ) c n c 3 N ) [nH] 2 ) c c 1
N c 1 c c ( O ) c ( C ( = O ) O ) c c 1 [N+] ( = O ) [O-] ,N c 1 c c ( O ) c ( C ( = O ) O ) c c 1 N
C O c 1 c c c c 2 c c ( - c 3 c n c 4 c c c ( Cl ) n n 3 4 ) s c 1 2 ,O c 1 c c c c 2 c c ( - c 3 c n c 4 c c c ( Cl ) n n 3 4 ) s c 1 2
Cl c 1 c c c 2 n c c n 2 n 1 . O = C c 1 c c c ( Br ) s 1 ,O = C c 1 c c c ( - c 2 c n c 3 c c c ( Cl ) n n 2 3 ) s 1
C c 1 c ( Br ) s c 2 c c c ( Cl ) c c 1 2 . Cl c 1 c c c 2 n c c n 2 n 1 ,C c 1 c ( - c 2 c n c 3 c c c ( Cl ) n n 2 3 ) s c 2 c c c ( Cl ) c c 1 2
C c 1 c c c ( S ( = O ) ( = O ) O c 2 c n c c 3 c c ( - c 4 c n c 5 c c c ( Cl ) n n 4 5 ) s c 2 3 ) c c 1 ,O c 1 c n c c 2 c c ( - c 3 c n c 4 c c c ( Cl ) n n 3 4 ) s c 1 2
c 1 c c 2 c 3 c ( c 1 ) c c c 1 c c c c ( c 1 3 ) C 2 ,c 1 c c 2 c 3 c ( c 1 ) C c 1 c c c c ( c 1 - 3 ) C C 2
C c 1 c c ( F ) c n c 1 Cl . O ,C c 1 c c ( F ) c n c 1 O
O = C c 1 c c c c ( Br ) c 1 . O B ( O ) c 1 c c n c c 1 ,O = C c 1 c c c c ( - c 2 c c n c c 2 ) c 1
N c 1 c c c c c 1 . O = C c 1 c c c c ( - c 2 c c n c c 2 ) c 1 ,c 1 c c c ( N C c 2 c c c c ( - c 3 c c n c c 3 ) c 2 ) c c 1
O = C ( O ) c 1 c c c ( - c 2 c c c ( O ) c c 2 ) c c 1 . O n 1 n n c 2 c c c c c 2 1 ,N C ( = O ) c 1 c c c ( - c 2 c c c ( O ) c c 2 ) c c 1
C O c 1 c c 2 n c n c ( Cl ) c 2 c c 1 [N+] ( = O ) [O-] . N c 1 c c c ( Br ) c c 1 F ,C O c 1 c c 2 n c n c ( N c 3 c c c ( Br ) c c 3 F ) c 2 c c 1 N
C O c 1 c c 2 n c n c ( Cl ) c 2 c c 1 [N+] ( = O ) [O-] . N c 1 c c c ( Cl ) c ( Cl ) c 1 F ,C O c 1 c c 2 n c n c ( N c 3 c c c ( Cl ) c ( Cl ) c 3 F ) c 2 c c 1 N
C O c 1 c c 2 n c n c ( Cl ) c 2 c c 1 [N+] ( = O ) [O-] . N c 1 c c c ( Br ) c ( Cl ) c 1 F ,C O c 1 c c 2 n c n c ( N c 3 c c c ( Br ) c ( Cl ) c 3 F ) c 2 c c 1 N
Cl c 1 c ( - c 2 c c c c c 2 ) n n c 2 [nH] n c ( - c 3 c c c c c 3 ) c 1 2 . O C c 1 c c c n c 1 ,Cl c 1 c ( - c 2 c c c c c 2 ) n n c 2 c 1 c ( - c 1 c c c c c 1 ) n n 2 C c 1 c c c n c 1
C n 1 n c ( I ) c 2 c ( Cl ) c ( - c 3 c c c c c 3 ) n n c 2 1 . [OH-] ,C n 1 n c ( I ) c 2 c ( O ) c ( - c 3 c c c c c 3 ) n n c 2 1
C S ( = O ) ( = O ) Cl . N c 1 c c ( Cl ) n c c 1 I ,C S ( = O ) ( = O ) N ( c 1 c c ( Cl ) n c c 1 I ) S ( C ) ( = O ) = O
Br c 1 n c c c n 1 . C n 1 c c ( - c 2 c c 3 c n c ( Br ) c c 3 [nH] 2 ) c n 1 ,C n 1 c c ( - c 2 c c 3 c n c ( Br ) c c 3 n 2 - c 2 n c c c n 2 ) c n 1
C [O-] . N c 1 c n c ( Cl ) n c 1 Cl ,C O c 1 n c ( Cl ) n c c 1 N
C S ( = O ) ( = O ) n 1 c ( - c 2 c n [nH] c 2 ) c c 2 c n c ( N c 3 c c c ( F ) c c 3 ) c c 2 1 ,F c 1 c c c ( N c 2 c c 3 [nH] c ( - c 4 c n [nH] c 4 ) c c 3 c n 2 ) c c 1
C O c 1 n c c c 2 c ( - c 3 c c c c c 3 ) n [nH] c 1 2 ,C O c 1 n c c c ( C c 2 c c c c c 2 ) c 1 N
C O c 1 n c c c 2 c ( - c 3 c c c c c 3 ) n n ( - c 3 c c c c c 3 ) c 1 2 ,O = c 1 [nH] c c c 2 c ( - c 3 c c c c c 3 ) n n ( - c 3 c c c c c 3 ) c 1 2
C O c 1 n c c c 2 c ( - c 3 c c c c c 3 ) n [nH] c 1 2 . I c 1 c c s c 1 ,C O c 1 n c c c 2 c ( - c 3 c c c c c 3 ) n n ( - c 3 c c s c 3 ) c 1 2
C O c 1 n c c c 2 c 1 c ( - c 1 c c c ( S ( N ) ( = O ) = O ) c c 1 ) n n 2 - c 1 c c c c c 1 ,N S ( = O ) ( = O ) c 1 c c c ( - c 2 n n ( - c 3 c c c c c 3 ) c 3 c c [nH] c ( = O ) c 2 3 ) c c 1
C O c 1 n c c c 2 c 1 c ( - c 1 c c c ( S ( N ) ( = O ) = O ) c c 1 ) n n 2 - c 1 c ( F ) c c c c 1 F ,N S ( = O ) ( = O ) c 1 c c c ( - c 2 n n ( - c 3 c ( F ) c c c c 3 F ) c 3 c c [nH] c ( = O ) c 2 3 ) c c 1
C O c 1 n c c c 2 [nH] c c ( I ) c 1 2 . O = [N+] ( [O-] ) c 1 c c ( F ) c ( F ) c ( F ) c 1 ,C O c 1 n c c c 2 c 1 c ( I ) c n 2 - c 1 c ( F ) c c ( [N+] ( = O ) [O-] ) c c 1 F
N N . O = C c 1 c ( Cl ) c c n c 1 Cl ,Cl c 1 n c c c 2 [nH] n c c 1 2
Br C c 1 c c c c c 1 . Cl c 1 n c c c 2 [nH] n c ( I ) c 1 2 ,Cl c 1 n c c c 2 c 1 c ( I ) n n 2 C c 1 c c c c c 1
Cl C ( c 1 c c c c c 1 ) ( c 1 c c c c c 1 ) c 1 c c c c c 1 . Cl c 1 n c c c 2 [nH] n c ( I ) c 1 2 ,Cl c 1 n c c c 2 c 1 c ( I ) n n 2 C ( c 1 c c c c c 1 ) ( c 1 c c c c c 1 ) c 1 c c c c c 1
Br c 1 n c [nH] n 1 . F C ( F ) ( F ) O c 1 c c c ( I ) c c 1 ,F C ( F ) ( F ) O c 1 c c c ( - n 2 c n c ( Br ) n 2 ) c c 1
O = S ( Cl ) Cl . O C c 1 c c n c c 1 Br ,Cl C c 1 c c n c c 1 Br
N # C c 1 c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c c 1 O c 1 c n c ( Cl ) c c 1 - c 1 c c o c 1 . O B ( O ) c 1 c c c c ( F ) c 1 ,N # C c 1 c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c c 1 O c 1 c n c ( - c 2 c c c c ( F ) c 2 ) c c 1 - c 1 c c o c 1
N # C c 1 c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c c 1 F . O c 1 c n c ( - c 2 c c o c 2 ) c c 1 - c 1 c c o c 1 ,N # C c 1 c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c c 1 O c 1 c n c ( - c 2 c c o c 2 ) c c 1 - c 1 c c o c 1
C n 1 n c c c 1 - c 1 c c ( Cl ) n c c 1 O c 1 c c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c 1 F . O B ( O ) c 1 c c c n c 1 ,C n 1 n c c c 1 - c 1 c c ( - c 2 c c c n c 2 ) n c c 1 O c 1 c c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c 1 F
N # C c 1 c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c c 1 O c 1 c n c ( - c 2 c c c c c 2 ) c c 1 I . O B ( O ) c 1 c c c n c 1 F ,N # C c 1 c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c c 1 O c 1 c n c ( - c 2 c c c c c 2 ) c c 1 - c 1 c c c n c 1 F
N # C c 1 c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c c 1 O c 1 c n c ( Cl ) c c 1 - c 1 c c c n c 1 . O B ( O ) c 1 c c c ( F ) n c 1 ,N # C c 1 c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c c 1 O c 1 c n c ( - c 2 c c c ( F ) n c 2 ) c c 1 - c 1 c c c n c 1
N # C c 1 c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c c 1 O c 1 c n c ( Cl ) c c 1 - c 1 c c n c c 1 . O B ( O ) c 1 c c c ( F ) n c 1 F ,N # C c 1 c c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c c 1 O c 1 c n c ( - c 2 c c c ( F ) n c 2 F ) c c 1 - c 1 c c n c c 1
C n 1 n c c c 1 - c 1 c c ( Cl ) n c c 1 O c 1 c c ( F ) c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c 1 Cl . O B ( O ) c 1 c c c c ( F ) c 1 ,C n 1 n c c c 1 - c 1 c c ( - c 2 c c c c ( F ) c 2 ) n c c 1 O c 1 c c ( F ) c ( S ( = O ) ( = O ) N c 2 n c c s 2 ) c c 1 Cl
N # C c 1 c c ( S ( = O ) ( = O ) N c 2 c s c n 2 ) c c c 1 O c 1 c n c ( Cl ) c c 1 - c 1 c n [nH] c 1 . O B ( O ) c 1 c c c c ( F ) c 1 ,N # C c 1 c c ( S ( = O ) ( = O ) N c 2 c s c n 2 ) c c c 1 O c 1 c n c ( - c 2 c c c c ( F ) c 2 ) c c 1 - c 1 c n [nH] c 1
C c 1 c c ( Br ) c c ( [N+] ( = O ) [O-] ) c 1 ,C c 1 c c ( N ) c c ( Br ) c 1
F c 1 c c c ( Br ) c c 1 O C c 1 c c c c c 1 . c 1 c n [nH] c 1 ,F c 1 c c c ( - n 2 c c c n 2 ) c c 1 O C c 1 c c c c c 1
F c 1 c c c ( - n 2 c c c n 2 ) c c 1 O C c 1 c c c c c 1 ,O c 1 c c ( - n 2 c c c n 2 ) c c c 1 F
C [S-] . Cl c 1 c c 2 n c [nH] c 2 c ( Cl ) n 1 ,C S c 1 n c ( Cl ) c c 2 n c [nH] c 1 2
Cl c 1 c c 2 n c [nH] c 2 c ( Cl ) n 1 . O C c 1 c c c c c 1 ,Cl c 1 c c 2 n c [nH] c 2 c ( O C c 2 c c c c c 2 ) n 1
C N c 1 c [n+] ( [O-] ) c ( Br ) c c 1 [N+] ( = O ) [O-] . O = P ( Cl ) ( Cl ) Cl ,C N c 1 c ( [N+] ( = O ) [O-] ) c c ( Br ) n c 1 Cl
C N c 1 c ( [N+] ( = O ) [O-] ) c c ( Br ) n c 1 Cl ,C N c 1 c ( N ) c c ( Br ) n c 1 Cl
Br c 1 c c ( O C c 2 c c c c c 2 ) c c 2 n c s c 1 2 . [OH-] ,O c 1 c c ( O C c 2 c c c c c 2 ) c c 2 n c s c 1 2
Cl c 1 c n c c ( Cl ) n 1 . O C c 1 c c c c c 1 ,Cl c 1 c n c c ( O C c 2 c c c c c 2 ) n 1
C c 1 n c 2 c c ( Br ) c c c 2 c ( = O ) o 1 . [NH4+] ,C c 1 n c 2 c c ( Br ) c c c 2 c ( = O ) [nH] 1
C N c 1 c c c ( Br ) c c 1 [N+] ( = O ) [O-] ,C N c 1 c c c ( Br ) c c 1 N
C S ( = O ) ( = O ) Cl . N c 1 c c c c ( O ) c 1 ,C S ( = O ) ( = O ) N c 1 c c c c ( O ) c 1
C c 1 n n c ( Br ) o 1 . N c 1 c c ( Cl ) c c ( Cl ) c 1 ,C c 1 n n c ( N c 2 c c ( Cl ) c c ( Cl ) c 2 ) o 1
N C ( = O ) c 1 c n ( - c 2 c c c ( F ) c c 2 ) c 2 c c c ( Br ) c c 2 c 1 = O . O B ( O ) c 1 c c c n c 1 ,N C ( = O ) c 1 c n ( - c 2 c c c ( F ) c c 2 ) c 2 c c c ( - c 3 c c c n c 3 ) c c 2 c 1 = O
N C ( = O ) c 1 c n ( - c 2 c c c ( F ) c c 2 ) c 2 c c c ( Br ) c c 2 c 1 = O ,N # C c 1 c n ( - c 2 c c c ( F ) c c 2 ) c 2 c c c ( Br ) c c 2 c 1 = O
C N . O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 F ,C N c 1 c c ( F ) c c c 1 [N+] ( = O ) [O-]
C N c 1 c c ( F ) c c c 1 [N+] ( = O ) [O-] ,C N c 1 c c ( F ) c c c 1 N
C N c 1 c c ( Cl ) c ( F ) c c 1 [N+] ( = O ) [O-] ,C N c 1 c c ( Cl ) c ( F ) c c 1 N
C S ( = O ) ( = O ) Cl . N c 1 c c c ( F ) c ( [N+] ( = O ) [O-] ) c 1 ,C S ( = O ) ( = O ) N c 1 c c c ( F ) c ( [N+] ( = O ) [O-] ) c 1
N C c 1 c n c c ( F ) c 1 . O = [N+] ( [O-] ) c 1 c c ( F ) c ( F ) c c 1 F ,N c 1 c c c c c 1 [N+] ( = O ) [O-]
C I . O n 1 c ( - c 2 c n c c ( F ) c 2 ) n c 2 c c ( F ) c ( F ) c c 2 1 ,C O n 1 c ( - c 2 c n c c ( F ) c 2 ) n c 2 c c ( F ) c ( F ) c c 2 1
N c 1 c c c c c 1 C ( F ) ( F ) F . O = [N+] ( [O-] ) c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 ,O = [N+] ( [O-] ) c 1 c c c ( S ( = O ) ( = O ) N c 2 c c c c c 2 C ( F ) ( F ) F ) c c 1
O = C ( O ) c 1 c c c c c 1 F . O = S ( Cl ) Cl ,O = C ( Cl ) c 1 c c c c c 1 F
O = C ( [O-] ) c 1 c n ( - c 2 c c c ( F ) c c 2 ) c 2 c c c c c 2 c 1 = O ,O = C ( O ) c 1 c n ( - c 2 c c c ( F ) c c 2 ) c 2 c c c c c 2 c 1 = O
O = C ( O ) c 1 c n ( - c 2 c c c ( F ) c c 2 ) c 2 c c c c c 2 c 1 = O . O = S ( Cl ) Cl ,O = C ( Cl ) c 1 c n ( - c 2 c c c ( F ) c c 2 ) c 2 c c c c c 2 c 1 = O
O = C ( Cl ) c 1 c c c c c 1 [N+] ( = O ) [O-] . c 1 c c n c c 1 ,N C ( = O ) c 1 c c c c c 1 [N+] ( = O ) [O-]
C c 1 c n ( - c 2 c c ( O c 3 c c c ( [N+] ( = O ) [O-] ) n c 3 ) c c n 2 ) c n 1 ,C c 1 c n ( - c 2 c c ( O c 3 c c c ( N ) n c 3 ) c c n 2 ) c n 1
Cl c 1 c c n c ( Cl ) c 1 . N c 1 c c c ( O ) c ( C ( F ) ( F ) F ) n 1 ,N c 1 c c c ( O c 2 c c n c ( Cl ) c 2 ) c ( C ( F ) ( F ) F ) n 1
O = [N+] ( [O-] ) c 1 c c c ( O c 2 c c n c ( - c 3 c c c ( C ( F ) ( F ) F ) n c 3 ) c 2 ) c n 1 ,N c 1 c c c ( O c 2 c c n c ( - c 3 c c c ( C ( F ) ( F ) F ) n c 3 ) c 2 ) c n 1
O = [N+] ( [O-] ) c 1 c c c ( O c 2 c c n c ( Cl ) c 2 ) c n 1 . O B ( O ) c 1 c c n c ( C ( F ) ( F ) F ) c 1 ,O = [N+] ( [O-] ) c 1 c c c ( O c 2 c c n c ( - c 3 c c n c ( C ( F ) ( F ) F ) c 3 ) c 2 ) c n 1
C c 1 n c ( [N+] ( = O ) [O-] ) c c c 1 O c 1 c c n c ( - c 2 c n c s 2 ) c 1 ,C c 1 n c ( N ) c c c 1 O c 1 c c n c ( - c 2 c n c s 2 ) c 1
C c 1 c ( - c 2 c n c ( N ) c 3 c n c c c 2 3 ) c 2 c c c n c 2 n 1 S ( = O ) ( = O ) c 1 c c c c c 1 ,C c 1 [nH] c 2 n c c c c 2 c 1 - c 1 c n c ( N ) c 2 c n c c c 1 2
C O c 1 c c c ( F ) c ( B ( O ) O ) c 1 . O c 1 c c c ( Br ) c ( O ) c 1 ,C O c 1 c c c ( F ) c ( - c 2 c c c ( O ) c c 2 O ) c 1
C O . Cl c 1 n c c c c 1 Br ,C O c 1 n c c c c 1 Br
C O c 1 c c c c c 1 O . O = [N+] ( [O-] ) c 1 c c ( F ) c c ( I ) c 1 ,C O c 1 c c c c c 1 O c 1 c c ( I ) c c ( [N+] ( = O ) [O-] ) c 1
C O c 1 c c c c c 1 O c 1 c c ( I ) c c ( [N+] ( = O ) [O-] ) c 1 ,C O c 1 c c c c c 1 O c 1 c c ( N ) c c ( I ) c 1
C O c 1 c c c c c 1 O c 1 c c ( N ) c c ( I ) c 1 . Cl ,C O c 1 c c c c c 1 O c 1 c c ( Cl ) c c ( I ) c 1
O C c 1 c c c 2 c ( Br ) c c ( F ) c c 2 c 1 ,O = C c 1 c c c 2 c ( Br ) c c ( F ) c c 2 c 1
N O . O = C c 1 c c c 2 c ( Br ) c c ( F ) c c 2 c 1 ,N # C c 1 c c c 2 c ( Br ) c c ( F ) c c 2 c 1
C O c 1 c c 2 [nH] c ( = O ) s c 2 c c 1 N . Cl c 1 n c n c 2 [nH] c ( Br ) c c 1 2 ,C O c 1 c c 2 [nH] c ( = O ) s c 2 c c 1 N c 1 n c n c 2 [nH] c ( Br ) c c 1 2
C O c 1 c c 2 [nH] c ( = O ) s c 2 c c 1 N . Cl c 1 n c n c 2 [nH] c c c 1 2 ,C O c 1 c c 2 [nH] c ( = O ) s c 2 c c 1 N c 1 n c n c 2 [nH] c c c 1 2
C c 1 c c c ( S ( = O ) [O-] ) c c 1 . O = c 1 [nH] c 2 c c c ( N c 3 n c n c 4 [nH] c ( Br ) c c 3 4 ) c c 2 s 1 ,C c 1 c c c ( S ( = O ) ( = O ) c 2 c c 3 c ( N c 4 c c c 5 [nH] c ( = O ) s c 5 c 4 ) n c n c 3 [nH] 2 ) c c 1
C O c 1 c c 2 [nH] c ( = O ) s c 2 c c 1 N . F c 1 c [nH] c 2 n c n c ( Cl ) c 1 2 ,C O c 1 c c 2 [nH] c ( = O ) s c 2 c c 1 N c 1 n c n c 2 [nH] c c ( F ) c 1 2
O = C ( O ) c 1 c c c c c 1 O . O = S ( Cl ) Cl ,O = C ( Cl ) c 1 c c c c c 1 O
N c 1 n c n c 2 c c c ( Cl ) n c 1 2 . O = C ( O ) c 1 c c c c ( B ( O ) O ) c 1 ,N c 1 n c n c 2 c c c ( - c 3 c c c c ( C ( = O ) O ) c 3 ) n c 1 2
C I . N c 1 n c n c 2 c c c ( - c 3 c c c c ( F ) c 3 ) n c 1 2 ,C N c 1 n c n c 2 c c c ( - c 3 c c c c ( F ) c 3 ) n c 1 2
N c 1 n c n c 2 c c c ( - c 3 c c c c ( F ) c 3 ) n c 1 2 . O = C c 1 c c ( F ) c c ( B ( O ) O ) c 1 ,N c 1 n c n c 2 c c c ( - c 3 c c ( F ) c c ( C = O ) c 3 ) n c 1 2
N # C c 1 c c ( Cl ) c c 2 c ( N ) n c n c 1 2 . O B ( O ) c 1 c c c c ( F ) c 1 ,N # C c 1 c c ( - c 2 c c c c ( F ) c 2 ) c c 2 c ( N ) n c n c 1 2
O = [N+] ( [O-] ) c 1 c c ( - c 2 n n [nH] n 2 ) c c ( C ( F ) ( F ) F ) c 1 ,N c 1 c c ( - c 2 n n [nH] n 2 ) c c ( C ( F ) ( F ) F ) c 1
N . N C ( = O ) c 1 c n c ( Cl ) c c 1 Cl ,N C ( = O ) c 1 c n c ( Cl ) c c 1 N
C O c 1 c c c c ( I ) c 1 . c 1 c c c 2 [nH] n c c 2 c 1 ,C O c 1 c c c c ( - n 2 n c c 3 c c c c c 3 2 ) c 1
C O c 1 c c c c ( - n 2 c c ( - c 3 c c c n c 3 ) c n 2 ) c 1 ,O c 1 c c c c ( - n 2 c c ( - c 3 c c c n c 3 ) c n 2 ) c 1
Br c 1 c c c ( Br ) c 2 n n ( - c 3 c c n c c 3 ) n c 1 2 . C O c 1 c c c ( B ( O ) O ) c c 1 . O B ( O ) c 1 c c c 2 c c c 3 c c c c 4 c c c 1 c 2 c 3 4 ,c 1 c c 2 c c c 3 c c c ( - c 4 c c c ( - c 5 c c c 6 c c c 7 c c c c 8 c c c 5 c 6 c 7 8 ) c 5 n n ( - c 6 c c n c c 6 ) n c 4 5 ) c 4 c c c ( c 1 ) c 2 c 3 4
C c 1 c c ( Cl ) c 2 c c c c c 2 n 1 . c 1 c c c ( N ( c 2 c c c c c 2 ) c 2 c c c ( - c 3 c c c ( - c 4 c c c ( N ( c 5 c c c c c 5 ) c 5 c c c c c 5 ) c c 4 ) c 4 n [nH] n c 3 4 ) c c 2 ) c c 1 ,C c 1 c c ( - n 2 n c 3 c ( - c 4 c c c ( N ( c 5 c c c c c 5 ) c 5 c c c c c 5 ) c c 4 ) c c c ( - c 4 c c c ( N ( c 5 c c c c c 5 ) c 5 c c c c c 5 ) c c 4 ) c 3 n 2 ) c 2 c c c c c 2 n 1
N # C c 1 c c c ( F ) c n 1 . c 1 c c c ( N ( c 2 c c c c c 2 ) c 2 c c c ( - c 3 c c c ( - c 4 c c c ( N ( c 5 c c c c c 5 ) c 5 c c c c c 5 ) c c 4 ) c 4 n [nH] n c 3 4 ) c c 2 ) c c 1 ,N # C c 1 c c c ( - n 2 n c 3 c ( - c 4 c c c ( N ( c 5 c c c c c 5 ) c 5 c c c c c 5 ) c c 4 ) c c c ( - c 4 c c c ( N ( c 5 c c c c c 5 ) c 5 c c c c c 5 ) c c 4 ) c 3 n 2 ) c n 1
Cl C c 1 c c c ( Cl ) c c 1 . O = c 1 [nH] c c c c 1 O ,O = c 1 c ( O ) c c c n 1 C c 1 c c c ( Cl ) c c 1
N # C c 1 c c c ( F ) c c 1 . O = [N+] ( [O-] ) c 1 c c c c 2 [nH] c n c 1 2 ,N # C c 1 c c c ( - n 2 c n c 3 c ( [N+] ( = O ) [O-] ) c c c c 3 2 ) c c 1
N # C c 1 c c c ( - n 2 c n c 3 c ( [N+] ( = O ) [O-] ) c c c c 3 2 ) c c 1 ,N # C c 1 c c c ( - n 2 c n c 3 c ( N ) c c c c 3 2 ) c c 1
N c 1 c c ( Br ) c c ( N ) c 1 N . O = C O ,N c 1 c c ( Br ) c c 2 [nH] c n c 1 2
N c 1 c c [nH] n 1 . O = C ( Cl ) c 1 c c c c c 1 ,O = C ( N c 1 c c [nH] n 1 ) c 1 c c c c c 1
N # C c 1 c c c ( F ) c ( Cl ) c 1 . O c 1 c c c c c 1 . c 1 c [nH] c n 1 ,N # C c 1 c c c ( O c 2 c c c c c 2 ) c ( - n 2 c c n c 2 ) c 1
N C ( = O ) c 1 c c 2 c ( F ) c c c c 2 [nH] 1 ,N C c 1 c c 2 c ( F ) c c c c 2 [nH] 1
Br c 1 c c c ( Br ) n c 1 . O = C = O ,O = C ( O ) c 1 c c ( Br ) n c c 1 Br
C c 1 c c ( N ) c c n 1 . F c 1 c c 2 c c ( Br ) c c c 2 c n 1 ,C c 1 c c ( N c 2 c c 3 c c ( Br ) c c c 3 c n 2 ) c c n 1
N # C c 1 c c c ( Cl ) c c 1 . N O ,N C ( = N O ) c 1 c c c ( Cl ) c c 1
F c 1 c c 2 [nH] n c c 2 c c 1 Br . S C c 1 c c c c c 1 ,F c 1 c c 2 [nH] n c c 2 c c 1 S C c 1 c c c c c 1
N c 1 c c ( O ) c c c 1 Cl . O = C ( O ) c 1 c c c c n 1 ,N c 1 c c ( O c 2 c c c c c 2 ) c c c 1 Cl
